H<datetime,DIFF1_mean[mV],DIFF1_rms[mV],DIFF1_min[mV],DIFF1_max[mV],DIFF3_mean[mV],DIFF3_rms[mV],DIFF3_min[mV],DIFF3_max[mV],V2rms[V],P2real[W],PF2[],f2[Hz],notes>
M<2024/07/26 00:05:48,356.70,356.69,355.25,358.13,0.00,0.01,-0.03,0.04,232.71,0.13,0.00,49.951,>
M<2024/07/26 00:05:58,356.69,356.69,355.63,358.13,0.00,0.01,-0.04,0.05,232.77,0.29,0.00,49.914,>
M<2024/07/26 00:06:08,356.83,356.83,355.75,358.50,0.00,0.01,-0.09,0.04,232.80,0.20,0.00,49.919,>
M<2024/07/26 00:06:18,357.12,357.12,355.88,358.50,0.00,0.01,-0.04,0.05,232.84,0.11,0.00,49.959,>
M<2024/07/26 00:06:28,356.59,356.59,355.38,358.25,0.00,0.01,-0.03,0.05,232.10,0.10,0.00,49.949,>
M<2024/07/26 00:06:38,356.43,356.43,355.38,357.88,0.00,0.01,-0.03,0.04,232.39,-0.14,-0.00,49.942,>
M<2024/07/26 00:06:48,356.96,356.96,355.88,358.25,0.00,0.01,-0.04,0.08,232.19,0.15,0.00,49.945,>
M<2024/07/26 00:06:58,356.59,356.59,355.50,357.88,0.00,0.01,-0.09,0.05,232.15,-0.41,-0.00,49.947,>
M<2024/07/26 00:07:08,356.79,356.79,355.75,358.00,0.00,0.01,-0.06,0.05,232.36,-0.09,-0.00,49.955,>
M<2024/07/26 00:07:18,356.75,356.75,355.75,358.13,0.00,0.01,-0.04,0.06,232.09,0.19,0.00,49.935,>
M<2024/07/26 00:07:28,357.13,357.13,356.00,358.50,0.00,0.01,-0.09,0.04,232.30,0.02,0.00,49.949,>
M<2024/07/26 00:07:38,357.33,357.33,356.25,358.75,0.00,0.01,-0.05,0.04,232.31,-0.19,-0.00,49.937,>
M<2024/07/26 00:07:48,357.19,357.19,356.00,358.38,0.00,0.01,-0.04,0.05,231.54,0.15,0.00,49.939,>
M<2024/07/26 00:07:58,357.14,357.14,356.13,358.25,0.00,0.01,-0.05,0.09,231.60,0.45,0.00,49.906,>
M<2024/07/26 00:08:08,357.41,357.41,356.13,358.88,0.00,0.01,-0.05,0.04,231.59,0.05,0.00,49.927,>
M<2024/07/26 00:08:18,357.53,357.53,356.63,358.75,0.00,0.01,-0.04,0.04,231.63,0.48,0.00,50.020,>
M<2024/07/26 00:08:28,357.37,357.37,356.13,358.88,0.00,0.01,-0.03,0.04,231.36,-0.08,-0.00,50.012,>
M<2024/07/26 00:08:39,357.06,357.06,356.13,358.25,0.00,0.01,-0.03,0.04,231.41,0.17,0.00,49.929,>
M<2024/07/26 00:08:49,356.92,356.92,355.75,358.25,0.00,0.01,-0.05,0.04,231.69,0.22,0.00,49.932,>
M<2024/07/26 00:08:59,356.49,356.50,355.25,358.00,0.00,0.01,-0.04,0.04,231.08,0.27,0.00,49.932,>
M<2024/07/26 00:09:09,356.39,356.39,355.25,358.13,0.00,0.01,-0.06,0.04,231.23,0.14,0.00,49.965,>
M<2024/07/26 00:09:19,356.44,356.44,355.50,357.75,0.00,0.01,-0.04,0.04,231.41,-0.02,-0.00,49.920,>
M<2024/07/26 00:09:29,356.66,356.66,355.38,358.13,0.00,0.01,-0.04,0.05,231.42,0.03,0.00,49.942,>
M<2024/07/26 00:09:39,356.41,356.41,355.25,357.75,0.00,0.01,-0.03,0.05,231.68,0.00,0.00,49.941,>
M<2024/07/26 00:09:49,356.70,356.70,355.88,357.88,0.00,0.01,-0.05,0.04,231.23,-0.04,-0.00,49.952,>
M<2024/07/26 00:09:59,357.19,357.19,356.00,358.63,0.00,0.01,-0.05,0.05,230.91,-0.23,-0.00,49.949,>
M<2024/07/26 00:10:09,357.17,357.17,356.13,358.50,0.00,0.01,-0.03,0.04,230.81,0.31,0.00,49.915,>
M<2024/07/26 00:10:19,357.11,357.11,356.00,358.38,0.00,0.01,-0.09,0.07,230.80,-0.09,-0.00,49.926,>
M<2024/07/26 00:10:29,356.98,356.98,355.63,358.25,0.00,0.01,-0.06,0.04,231.11,0.39,0.00,49.908,>
M<2024/07/26 00:10:39,357.06,357.06,356.00,358.25,0.00,0.01,-0.03,0.09,231.05,0.18,0.00,49.935,>
M<2024/07/26 00:10:49,357.09,357.09,356.00,358.25,0.00,0.01,-0.03,0.05,230.84,0.15,0.00,49.914,>
M<2024/07/26 00:10:59,356.94,356.94,355.38,358.38,0.00,0.01,-0.04,0.05,231.19,0.09,0.00,49.939,>
M<2024/07/26 00:11:09,356.97,356.97,355.88,358.25,0.00,0.01,-0.03,0.04,231.18,-0.15,-0.00,49.936,>
M<2024/07/26 00:11:19,356.69,356.69,355.63,358.00,0.00,0.01,-0.03,0.04,231.08,0.23,0.00,49.913,>
M<2024/07/26 00:11:29,356.72,356.72,355.75,358.00,0.00,0.01,-0.04,0.04,230.90,-0.26,-0.00,49.937,>
M<2024/07/26 00:11:40,356.86,356.86,355.88,358.13,0.00,0.01,-0.04,0.05,231.25,0.00,0.00,49.914,>
M<2024/07/26 00:11:50,356.80,356.80,355.63,358.38,0.00,0.01,-0.04,0.05,230.86,0.20,0.00,49.938,>
M<2024/07/26 00:12:00,357.28,357.28,355.88,359.00,0.00,0.01,-0.03,0.05,231.37,0.39,0.00,49.976,>
M<2024/07/26 00:12:10,357.08,357.08,355.88,358.25,0.00,0.01,-0.04,0.06,231.19,0.16,0.00,49.928,>
M<2024/07/26 00:12:20,357.53,357.53,356.00,359.13,0.00,0.01,-0.04,0.04,231.43,0.04,0.00,49.937,>
M<2024/07/26 00:12:30,357.41,357.41,356.50,358.63,0.00,0.01,-0.08,0.05,231.31,-0.08,-0.00,49.951,>
M<2024/07/26 00:12:40,357.46,357.46,356.13,358.75,0.00,0.01,-0.05,0.04,231.35,-0.01,-0.00,49.939,>
M<2024/07/26 00:12:50,357.13,357.13,356.13,358.50,0.00,0.01,-0.04,0.04,231.55,-0.08,-0.00,49.966,>
M<2024/07/26 00:13:00,357.42,357.42,356.38,358.75,0.00,0.01,-0.05,0.04,231.15,-0.33,-0.00,49.950,>
M<2024/07/26 00:13:10,357.18,357.18,356.13,358.63,0.00,0.01,-0.03,0.09,231.41,-0.01,-0.00,49.967,>
M<2024/07/26 00:13:20,356.81,356.81,350.25,358.75,0.00,0.01,-0.07,0.04,231.39,0.15,0.00,50.059,>
M<2024/07/26 00:13:30,356.72,356.73,354.13,358.75,0.00,0.01,-0.03,0.04,231.62,0.10,0.00,49.956,>
M<2024/07/26 00:13:40,357.03,357.03,355.50,358.38,0.00,0.01,-0.03,0.04,231.84,0.24,0.00,49.965,>
M<2024/07/26 00:13:50,357.19,357.19,356.25,358.38,0.00,0.01,-0.03,0.06,231.79,-0.32,-0.00,49.925,>
M<2024/07/26 00:14:00,357.57,357.57,356.25,358.88,0.00,0.01,-0.05,0.04,231.71,-0.00,-0.00,49.954,>
M<2024/07/26 00:14:10,357.64,357.64,356.63,358.88,0.00,0.01,-0.04,0.05,231.71,0.13,0.00,49.958,>
M<2024/07/26 00:14:20,357.98,357.98,357.00,359.13,0.00,0.01,-0.05,0.05,231.59,-0.12,-0.00,49.963,>
M<2024/07/26 00:14:30,357.73,357.73,356.63,359.13,0.00,0.01,-0.04,0.05,231.32,-0.13,-0.00,49.961,>
M<2024/07/26 00:14:40,357.38,357.38,356.38,358.63,0.00,0.01,-0.07,0.05,231.23,-0.21,-0.00,49.953,>
M<2024/07/26 00:14:50,357.09,357.09,355.88,358.50,0.00,0.01,-0.12,0.08,231.34,0.23,0.00,49.989,>
M<2024/07/26 00:15:00,356.87,356.86,355.88,358.25,0.00,0.01,-0.04,0.10,231.78,0.05,0.00,49.967,>
M<2024/07/26 00:15:10,356.92,356.91,355.88,358.25,0.00,0.01,-0.05,0.05,231.76,0.12,0.00,49.937,>
M<2024/07/26 00:15:20,357.06,357.06,356.00,358.63,0.00,0.01,-0.04,0.04,232.43,0.07,0.00,49.922,>
M<2024/07/26 00:15:30,357.20,357.20,356.00,358.38,0.00,0.01,-0.03,0.04,232.96,0.18,0.00,49.901,>
M<2024/07/26 00:15:40,357.29,357.29,356.25,358.50,0.00,0.01,-0.04,0.05,232.83,0.19,0.00,49.933,>
M<2024/07/26 00:15:50,357.39,357.39,356.25,358.75,0.00,0.01,-0.04,0.04,233.02,-0.27,-0.00,49.908,>
M<2024/07/26 00:16:00,357.14,357.14,355.63,358.75,0.00,0.01,-0.04,0.06,232.85,0.38,0.00,49.920,>
M<2024/07/26 00:16:10,357.28,357.28,356.38,358.63,0.00,0.01,-0.03,0.05,232.79,0.25,0.00,49.930,>
M<2024/07/26 00:16:20,357.64,357.65,356.38,359.00,0.00,0.01,-0.06,0.04,232.59,-0.11,-0.00,49.920,>
M<2024/07/26 00:16:30,357.83,357.83,356.88,359.00,0.00,0.01,-0.04,0.04,232.57,-0.02,-0.00,49.969,>
M<2024/07/26 00:16:40,357.76,357.76,356.75,359.13,0.00,0.01,-0.04,0.04,232.89,-0.27,-0.00,49.919,>
M<2024/07/26 00:16:51,357.66,357.66,356.75,358.88,0.00,0.01,-0.03,0.04,232.89,0.07,0.00,49.971,>
M<2024/07/26 00:17:01,357.41,357.41,356.38,358.63,0.00,0.01,-0.03,0.05,232.98,0.17,0.00,49.929,>
M<2024/07/26 00:17:11,357.44,357.44,356.50,358.63,0.00,0.01,-0.03,0.04,233.04,0.14,0.00,49.928,>
M<2024/07/26 00:17:21,357.40,357.40,356.38,358.50,0.00,0.01,-0.05,0.04,233.07,0.24,0.00,49.959,>
M<2024/07/26 00:17:31,357.49,357.49,356.38,358.75,0.00,0.01,-0.05,0.04,233.13,0.08,0.00,50.132,>
M<2024/07/26 00:17:41,357.80,357.80,356.50,359.25,0.00,0.01,-0.04,0.04,232.86,0.08,0.00,50.058,>
M<2024/07/26 00:17:51,357.84,357.84,356.63,359.25,0.00,0.01,-0.03,0.04,232.82,-0.11,-0.00,49.909,>
M<2024/07/26 00:18:01,357.82,357.82,356.63,359.00,0.00,0.01,-0.05,0.06,232.73,-0.26,-0.00,49.943,>
M<2024/07/26 00:18:11,358.37,358.37,357.13,359.63,0.00,0.01,-0.06,0.04,233.03,-0.25,-0.00,49.963,>
M<2024/07/26 00:18:21,357.92,357.92,357.00,359.25,0.00,0.01,-0.05,0.09,232.67,-0.12,-0.00,49.983,>
M<2024/07/26 00:18:31,357.97,357.97,357.00,359.25,0.00,0.01,-0.05,0.04,233.02,0.41,0.00,49.958,>
M<2024/07/26 00:18:41,358.39,358.39,357.38,359.75,0.00,0.01,-0.04,0.05,233.04,0.00,0.00,49.947,>
M<2024/07/26 00:18:51,358.33,358.33,357.25,359.88,0.00,0.01,-0.04,0.06,233.20,0.01,0.00,49.931,>
M<2024/07/26 00:19:01,358.43,358.43,357.25,359.63,0.00,0.01,-0.03,0.04,233.20,0.34,0.00,49.971,>
M<2024/07/26 00:19:11,358.36,358.36,357.25,359.75,0.00,0.01,-0.04,0.04,232.93,-0.18,-0.00,49.933,>
M<2024/07/26 00:19:21,358.38,358.38,357.50,359.50,0.00,0.01,-0.03,0.05,233.05,-0.21,-0.00,49.932,>
M<2024/07/26 00:19:31,358.03,358.03,356.38,359.63,0.00,0.01,-0.04,0.04,233.01,-0.19,-0.00,49.959,>
M<2024/07/26 00:19:41,357.54,357.54,356.50,359.13,0.00,0.01,-0.06,0.04,233.29,-0.04,-0.00,49.968,>
M<2024/07/26 00:19:52,358.07,358.07,357.00,359.38,0.00,0.01,-0.04,0.05,233.64,-0.14,-0.00,49.954,>
M<2024/07/26 00:20:02,357.75,357.75,356.75,359.25,0.00,0.01,-0.04,0.05,233.53,0.20,0.00,49.944,>
M<2024/07/26 00:20:12,357.55,357.55,356.25,359.00,0.00,0.01,-0.04,0.05,233.16,-0.27,-0.00,49.972,>
M<2024/07/26 00:20:22,358.15,358.15,356.88,359.38,0.00,0.01,-0.04,0.05,233.23,-0.04,-0.00,49.954,>
M<2024/07/26 00:20:32,358.48,358.48,357.50,359.75,0.00,0.01,-0.04,0.04,233.03,0.05,0.00,49.968,>
M<2024/07/26 00:20:42,358.18,358.18,356.88,359.75,0.00,0.01,-0.03,0.04,233.24,-0.11,-0.00,49.982,>
M<2024/07/26 00:20:52,358.20,358.19,357.25,359.63,0.00,0.01,-0.04,0.05,233.35,0.16,0.00,49.957,>
M<2024/07/26 00:21:02,358.05,358.05,356.88,359.38,0.00,0.01,-0.03,0.06,233.60,0.44,0.00,49.950,>
M<2024/07/26 00:21:12,358.34,358.34,357.00,360.00,0.00,0.01,-0.07,0.05,233.74,-0.24,-0.00,49.943,>
M<2024/07/26 00:21:22,358.10,358.10,356.75,359.38,0.00,0.01,-0.06,0.05,233.48,-0.00,-0.00,49.972,>
M<2024/07/26 00:21:32,358.13,358.13,357.13,359.38,0.00,0.01,-0.06,0.05,233.59,-0.10,-0.00,50.071,>
M<2024/07/26 00:21:42,357.96,357.96,357.13,359.13,0.00,0.01,-0.04,0.04,233.23,0.14,0.00,49.950,>
M<2024/07/26 00:21:52,357.80,357.79,356.75,359.38,0.00,0.01,-0.03,0.06,233.44,-0.00,-0.00,49.992,>
M<2024/07/26 00:22:02,358.03,358.03,357.13,359.25,0.00,0.01,-0.03,0.05,233.02,-0.12,-0.00,49.963,>
M<2024/07/26 00:22:12,358.28,358.28,357.00,359.75,0.00,0.01,-0.04,0.07,233.21,0.12,0.00,49.985,>
M<2024/07/26 00:22:22,357.93,357.93,357.00,359.13,0.00,0.01,-0.03,0.04,233.44,0.27,0.00,49.983,>
M<2024/07/26 00:22:32,358.06,358.06,356.75,359.50,0.00,0.01,-0.04,0.04,233.35,0.01,0.00,49.993,>
M<2024/07/26 00:22:42,357.92,357.92,357.00,359.25,0.00,0.01,-0.05,0.04,233.76,-0.10,-0.00,49.959,>
M<2024/07/26 00:22:52,357.54,357.54,356.38,359.00,0.00,0.01,-0.03,0.04,233.41,0.09,0.00,49.963,>
M<2024/07/26 00:23:02,357.59,357.59,356.63,358.88,0.00,0.01,-0.03,0.05,233.18,0.34,0.00,49.986,>
M<2024/07/26 00:23:12,357.58,357.58,356.63,358.88,0.00,0.01,-0.04,0.07,233.19,0.29,0.00,49.930,>
M<2024/07/26 00:23:22,357.71,357.71,356.50,359.25,0.00,0.01,-0.06,0.04,233.20,0.02,0.00,49.932,>
M<2024/07/26 00:23:32,357.71,357.71,356.75,359.25,0.00,0.01,-0.05,0.04,233.27,0.00,0.00,49.919,>
M<2024/07/26 00:23:42,358.13,358.13,357.00,359.63,0.00,0.01,-0.04,0.05,233.17,-0.01,-0.00,50.068,>
M<2024/07/26 00:23:52,358.24,358.24,357.13,359.75,0.00,0.01,-0.03,0.05,233.58,0.19,0.00,49.969,>
M<2024/07/26 00:24:02,357.99,357.99,357.00,359.25,0.00,0.01,-0.04,0.05,233.69,-0.08,-0.00,50.051,>
M<2024/07/26 00:24:12,357.92,357.92,356.88,359.13,0.00,0.01,-0.04,0.04,233.48,-0.29,-0.00,49.955,>
M<2024/07/26 00:24:22,358.12,358.12,357.13,359.38,0.00,0.01,-0.04,0.05,233.43,0.13,0.00,49.991,>
M<2024/07/26 00:24:32,358.35,358.34,357.25,359.63,0.00,0.01,-0.05,0.05,233.40,0.20,0.00,49.980,>
M<2024/07/26 00:24:42,358.39,358.39,357.38,359.63,0.00,0.01,-0.03,0.05,233.39,-0.36,-0.00,49.958,>
M<2024/07/26 00:24:52,358.50,358.50,357.50,360.00,0.00,0.01,-0.05,0.04,233.19,0.02,0.00,49.966,>
M<2024/07/26 00:25:02,358.41,358.41,357.13,360.00,0.00,0.01,-0.09,0.05,233.17,0.12,0.00,49.991,>
M<2024/07/26 00:25:12,358.37,358.36,357.38,359.63,0.00,0.01,-0.03,0.05,233.18,-0.12,-0.00,49.980,>
M<2024/07/26 00:25:22,358.24,358.24,357.25,359.50,0.00,0.01,-0.05,0.04,233.12,0.33,0.00,49.963,>
M<2024/07/26 00:25:32,358.27,358.27,357.25,359.50,0.00,0.01,-0.04,0.04,232.86,0.05,0.00,49.959,>
M<2024/07/26 00:25:42,358.30,358.30,357.25,359.50,0.00,0.01,-0.04,0.09,233.21,-0.03,-0.00,49.956,>
M<2024/07/26 00:25:52,358.28,358.28,357.38,359.50,0.00,0.01,-0.03,0.04,233.25,0.25,0.00,49.961,>
M<2024/07/26 00:26:02,357.94,357.94,356.50,359.38,0.00,0.01,-0.04,0.05,233.13,0.03,0.00,49.982,>
M<2024/07/26 00:26:12,358.30,358.30,357.25,359.75,0.00,0.01,-0.04,0.04,233.03,-0.36,-0.00,49.993,>
M<2024/07/26 00:26:22,358.15,358.15,356.88,359.50,0.00,0.01,-0.05,0.04,233.27,-0.22,-0.00,50.018,>
M<2024/07/26 00:26:32,358.29,358.29,357.25,359.63,0.00,0.01,-0.04,0.09,232.97,0.09,0.00,49.990,>
M<2024/07/26 00:26:42,358.56,358.56,357.38,360.00,0.00,0.01,-0.06,0.04,232.71,0.12,0.00,49.951,>
M<2024/07/26 00:26:52,357.97,357.97,357.00,359.13,0.00,0.01,-0.05,0.04,232.45,-0.04,-0.00,49.967,>
M<2024/07/26 00:27:02,358.41,358.41,357.50,359.63,0.00,0.01,-0.03,0.05,232.99,0.21,0.00,49.994,>
M<2024/07/26 00:27:13,358.59,358.59,357.25,359.88,0.00,0.01,-0.05,0.04,232.85,0.19,0.00,49.962,>
M<2024/07/26 00:27:23,358.70,358.70,357.75,359.88,0.00,0.01,-0.05,0.04,233.40,0.06,0.00,49.950,>
M<2024/07/26 00:27:33,358.66,358.66,357.38,359.88,0.00,0.01,-0.04,0.05,233.32,0.18,0.00,49.971,>
M<2024/07/26 00:27:43,358.32,358.32,357.13,359.75,0.00,0.01,-0.06,0.04,233.44,0.01,0.00,49.972,>
M<2024/07/26 00:27:53,358.01,358.01,356.88,359.50,0.00,0.01,-0.09,0.05,233.56,0.16,0.00,49.988,>
M<2024/07/26 00:28:03,358.05,358.05,357.00,359.38,0.00,0.01,-0.04,0.06,233.55,-0.10,-0.00,49.982,>
M<2024/07/26 00:28:13,357.57,357.57,356.25,359.13,0.00,0.01,-0.07,0.05,233.19,0.32,0.00,49.986,>
M<2024/07/26 00:28:23,357.64,357.64,356.63,359.00,0.00,0.01,-0.05,0.04,233.34,-0.02,-0.00,49.998,>
M<2024/07/26 00:28:33,358.42,358.42,357.38,359.75,0.00,0.01,-0.03,0.04,233.45,0.08,0.00,49.965,>
M<2024/07/26 00:28:43,358.35,358.35,357.25,359.50,0.00,0.01,-0.03,0.04,233.38,0.00,0.00,50.006,>
M<2024/07/26 00:28:53,358.16,358.16,356.88,359.50,0.00,0.01,-0.04,0.04,233.42,0.17,0.00,49.968,>
M<2024/07/26 00:29:03,358.39,358.39,357.50,359.88,0.00,0.01,-0.03,0.05,233.29,-0.01,-0.00,49.963,>
M<2024/07/26 00:29:13,358.43,358.43,357.38,359.88,0.00,0.01,-0.04,0.04,233.30,-0.12,-0.00,50.007,>
M<2024/07/26 00:29:23,358.47,358.47,357.50,359.75,0.00,0.01,-0.04,0.10,233.23,0.17,0.00,49.925,>
M<2024/07/26 00:29:33,358.88,358.88,357.50,360.25,0.00,0.01,-0.03,0.05,233.23,-0.03,-0.00,49.996,>
M<2024/07/26 00:29:43,358.62,358.62,357.75,359.88,0.00,0.01,-0.03,0.04,233.38,0.14,0.00,49.950,>
M<2024/07/26 00:29:53,358.79,358.79,357.75,360.38,0.00,0.01,-0.04,0.05,233.02,0.21,0.00,49.973,>
M<2024/07/26 00:30:03,358.26,358.26,357.13,359.75,0.00,0.01,-0.03,0.04,233.08,-0.02,-0.00,49.979,>
M<2024/07/26 00:30:13,358.49,358.49,357.50,359.88,0.00,0.01,-0.03,0.05,233.07,0.24,0.00,49.953,>
M<2024/07/26 00:30:23,358.80,358.80,357.75,360.25,0.00,0.01,-0.05,0.04,233.16,-0.21,-0.00,50.080,>
M<2024/07/26 00:30:33,358.49,358.49,357.25,359.88,0.00,0.01,-0.06,0.04,233.43,-0.22,-0.00,50.134,>
M<2024/07/26 00:30:43,358.60,358.60,357.50,360.00,0.00,0.01,-0.03,0.03,233.26,0.19,0.00,49.921,>
M<2024/07/26 00:30:53,358.64,358.64,357.63,360.25,0.00,0.01,-0.04,0.05,233.38,-0.18,-0.00,49.910,>
M<2024/07/26 00:31:03,358.35,358.35,357.25,359.63,0.00,0.01,-0.04,0.04,233.41,0.09,0.00,49.957,>
M<2024/07/26 00:31:13,358.22,358.22,357.13,359.25,0.00,0.01,-0.03,0.08,232.99,0.34,0.00,49.964,>
M<2024/07/26 00:31:23,358.30,358.30,357.00,359.63,0.00,0.01,-0.04,0.04,233.39,0.33,0.00,49.958,>
M<2024/07/26 00:31:33,358.91,358.91,357.25,360.50,0.00,0.01,-0.04,0.07,233.34,0.28,0.00,49.947,>
M<2024/07/26 00:31:43,358.98,358.98,357.63,360.38,0.00,0.01,-0.04,0.04,233.26,0.21,0.00,49.957,>
M<2024/07/26 00:31:53,358.79,358.79,357.50,360.25,0.00,0.01,-0.03,0.04,233.29,0.21,0.00,49.965,>
M<2024/07/26 00:32:03,358.61,358.61,357.50,359.88,0.00,0.01,-0.04,0.04,233.46,0.21,0.00,49.964,>
M<2024/07/26 00:32:13,358.71,358.71,357.50,360.13,0.00,0.01,-0.04,0.05,233.50,-0.06,-0.00,49.931,>
M<2024/07/26 00:32:24,358.52,358.52,357.25,359.75,0.00,0.01,-0.09,0.06,233.33,0.02,0.00,49.961,>
M<2024/07/26 00:32:34,358.79,358.79,357.63,360.25,0.00,0.01,-0.04,0.05,233.10,-0.25,-0.00,49.964,>
M<2024/07/26 00:32:44,358.58,358.58,357.63,359.88,0.00,0.01,-0.05,0.04,233.06,-0.26,-0.00,49.956,>
M<2024/07/26 00:32:54,358.69,358.69,357.25,360.25,0.00,0.01,-0.03,0.04,233.23,-0.01,-0.00,49.963,>
M<2024/07/26 00:33:04,358.88,358.88,357.63,360.50,0.00,0.01,-0.04,0.11,233.11,-0.22,-0.00,49.959,>
M<2024/07/26 00:33:14,358.96,358.96,358.00,360.38,0.00,0.01,-0.04,0.05,233.09,-0.01,-0.00,49.948,>
M<2024/07/26 00:33:24,358.91,358.91,357.25,360.75,0.00,0.01,-0.05,0.07,233.17,0.14,0.00,50.037,>
M<2024/07/26 00:33:34,358.87,358.87,357.75,360.38,0.00,0.01,-0.07,0.04,233.08,0.25,0.00,49.955,>
M<2024/07/26 00:33:44,358.76,358.76,357.88,359.88,0.00,0.01,-0.04,0.04,232.77,0.25,0.00,49.949,>
M<2024/07/26 00:33:54,358.82,358.82,357.75,360.25,0.00,0.01,-0.04,0.04,232.60,0.05,0.00,49.966,>
M<2024/07/26 00:34:04,358.71,358.71,357.63,360.00,0.00,0.01,-0.04,0.09,231.73,-0.01,-0.00,49.978,>
M<2024/07/26 00:34:14,358.83,358.83,357.88,360.13,0.00,0.01,-0.07,0.05,231.82,0.29,0.00,49.941,>
